	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
FI,MA,SI																																									9	11
FI,MD									1			1			2	11							5																			
FI,MD,RU																			4				3					4			1											
FI,MX,PL,RU,US																																							1			
FI,MX,RU																																			1			12				
FI,MX,SE																																								11		
FI,MX,US																																					2					
FI,MY																																					1					
FI,MZ,SK																	11																									
FI,NG,TN																																										
FI,NL		5			6		8	3	24							1	2	3	4	4	8	27	14	15	13	33	26	71	27	32	15	12	25	19	58	37	35	20	35		29	5
FI,NL,PT												2																														
FI,NL,RO																												6														
FI,NL,SA																															4	8										
FI,NL,SE																																						11				
FI,NL,SI,US																																				5						
FI,NL,TH																							3		1																	
FI,NL,US											27						1																18									3
FI,NL,ZA																																								5		
FI,NO															1			24	13						33		25		6	6						2					8	33
FI,NO,NZ																		1																								
FI,NO,PT																														6												
FI,NO,SE																				1						4				1												
FI,NO,US																							5																			
FI,NZ																																				16						
FI,NZ,US																																				3						
FI,None													10																													
FI,OM																																				1						
FI,PK,PL,RU,TN																																										1
FI,PK,SE																																							1			
FI,PL											1	1	1	7	3	2	10	1	25	57	23	32	33	34	47	62	17	10	4	28	11	36	64	36	18	73	153	4	32	14	2	62
FI,PL,PT																													4													
FI,PL,PT,RU																								10																		
FI,PL,RU																																		12	2							
FI,PL,RU,TN																																										
FI,PL,RU,US																																								2		
FI,PL,SE											12																						18		11						2	
FI,PL,SE,UA																																6										
FI,PL,SI																																							18			
FI,PL,SI,UA																																							7			
FI,PL,SK									2																		2	3														
FI,PL,UA																											7			18		7	2	12	1		34					
FI,PL,US																																		11								
FI,PT																				1	20			8	17	24	12	4	28	14	33		25	8	25	12	1	49	43			28
FI,PT,RU																				21	19	6	9	9	26	29	4	13	3	24	15	25	5	12		5						8
FI,PT,SA																																					11					
FI,PT,SE																																						2				
FI,PT,null																												25														
FI,RO															6	3							22	36							18	69	25									
FI,RS																																5				2						
FI,RU	1		4						2	3	3	4		15	18	40		31	33	15	35	57	49	69	113	170	82	31	104	75	84	126	106	59	142	140	61	51	172	20	32	8
FI,RU,SE																					2	5								3									2			
FI,RU,SI																												2														
FI,RU,TW																												23	24	7	19	15	12	73	8	8	20	42	23			
FI,RU,UA																																							1			
FI,RU,US																									12		80			13											31	
FI,RU,ZA																																									12	
FI,RU,null																						1																				
FI,SA																																						1	6		31	28
FI,SD																																					2					
FI,SE	4			8	7		7	16	1				1		3			1	2	7			12	6	9			10	45	83	48	4	97	59	12	26	19	10	3	47	18	2
FI,SE,TZ																																										2
FI,SE,US													1												54	1											4	1		24		
FI,SE,US,ZA																																17										
FI,SE,ZA																															1	8				3						
FI,SG																									3	1																
FI,SI																																		31	24	38	94	46	19	32		4
FI,SI,UA																																				3	4					1
FI,SK																		1				22				38		12														
FI,SK,US																																	11									
FI,TH																											4													4		3
FI,TN																																			3				2			6
FI,TN,TR																																							1			
FI,TR																			1				3	20		13		37									4					
FI,TW																																12			1		14	3	25		18	26
FI,TW,US																															2											
FI,UA																				3					1	2		2								14			11		2	
FI,US		2		2	5			7		27	5	2	2	15	11	8	20	37	8	62	11	10		20		1	4	6	7	118	59	110	41	49	29	88	9	66	24	23	44	51
FI,UZ																											5															
FI,VE																																		5								
FI,ZA																																7								15	11	6
FI,null										1									1									6		20												
FJ			4		4				3		7	11								2												1	5	11	6		5		4			
FJ,FR,NC,PF																															1											
FJ,GB,IR											21																															
FJ,GB,IT,PT																																							4			
FJ,HU																																							1			
FJ,HU,IN																																						6				
FJ,IN																								59				5		8			1					1				
FJ,IR											1																															
FJ,JP																			1													1										
FJ,NZ				3							2		13																													
FJ,RU																																					18					
FJ,US											3																	5		13	8	5					7		12	3		3
FO,SE																			1																							
FR	6930	5481	6437	6777	6838	6367	7777	8244	8678	8217	9032	10193	9803	11003	11792	14746	15836	15874	16325	17377	15651	16079	16256	14937	16034	17062	17138	16679	17893	18678	19279	18598	19444	17586	15761	15705	14780	15315	12357	13357	13536	12006
FR,GA										2	4				10		2		7			1			2						20				16		9	2			4	
FR,GA,NL																																								2		
FR,GA,RU																																					16					
FR,GB	31	14	50	8	58	20	102	74	34	30	70	42	96	51	141	242	171	261	236	310	240	398	215	272	371	323	439	427	518	393	1100	815	850	653	858	894	626	336	364	626	245	406
FR,GB,GH																																							1	8		
FR,GB,GR									6			3						3										6					16				5					64
FR,GB,GR,PL																														4												
FR,GB,GR,US																											4		20													
FR,GB,GR,ZA																														1												
FR,GB,GY			3																																							
FR,GB,HK,JP																										25																
FR,GB,HR																									6																	
FR,GB,HR,PT,ZA																															1											
FR,GB,HU																					16					15				6					13				100	138	191	
FR,GB,HU,SI																																						1				
FR,GB,HU,SK																																									3	
FR,GB,ID,MY																																										9
FR,GB,IE								6	6						1																					8		1				
FR,GB,IE,US																																								1		4
FR,GB,IL																																						6				
FR,GB,IL,PT																																14										
FR,GB,IL,RU																				4																						
FR,GB,IL,UA,US																																										28
FR,GB,IN													2									2				28	7	4		7			52			2	19	4	7	1	56	
FR,GB,IN,IT																																							23			
FR,GB,IN,JP																																		3								
FR,GB,IN,SG																												11														
FR,GB,IR,US																												3														
FR,GB,IT								3		2			1				13			71		6		33	20	13	12	6	1	9	29	72	9	31	7	28		9	18		5	41
FR,GB,IT,JP,TW,US																																15										
FR,GB,IT,KW																								4																		
FR,GB,IT,NL																																			3							
FR,GB,IT,NO																																			5							
FR,GB,IT,PL				2						3																											12					
FR,GB,IT,UA																																						4				
FR,GB,IT,US																																								30		
FR,GB,IT,null																												4														
FR,GB,JP											22			3	2			5	5	1		2	3	3	11	2		3			30	44	10	75	9		17	8				
FR,GB,JP,KR																						1																				
FR,GB,JP,KR,US																																						1				
FR,GB,JP,SG																																				3						
FR,GB,KE																									14																	
FR,GB,KR																														6		27										
FR,GB,KR,LU,PF																																									18	
FR,GB,LB																																							7			
FR,GB,LT																							17																	2		
FR,GB,LT,PL																																							6			
FR,GB,LT,PL,UA																																				4						
FR,GB,MA																3						2											11									
FR,GB,MA,PL															13																											
FR,GB,MA,SK														1																												
FR,GB,MD																							4																			
FR,GB,MX																											13															
FR,GB,MY																																								1		
FR,GB,NG																				10																						
FR,GB,NG,ZA																																								9		
FR,GB,NL												1								4		19		1						27					4							7
FR,GB,NL,US															5																											
FR,GB,NO,QA																																			38		14					
FR,GB,NO,SA																																1										
FR,GB,NO,SE																																		7								
FR,GB,NO,US																																					2					
FR,GB,NZ																																									6	
FR,GB,PK																																					1					
FR,GB,PL			1				6			3								1		1	2		11					1		12			2					2		14		4
FR,GB,PL,US																																				4	16			20		
FR,GB,PS																																			7							
FR,GB,PT	6	8											21					2								3		6	15				11				4					
FR,GB,PT,RO																																								4		
FR,GB,PT,US						4																																				
FR,GB,RO																													11	5			3									9
FR,GB,RU														1			2	1		13		24	3	1	23				18	19			21			41			2			
FR,GB,RU,SK																															42											
FR,GB,RU,TH																									4																	
FR,GB,RU,US																			1																							
FR,GB,SA																																							1			
FR,GB,SE																	19		3	18				1	1								3	48	8			1				6
FR,GB,SE,US																																					3					
FR,GB,SG															3																			37						67		
FR,GB,SG,US																																							8			
FR,GB,SI																													1	3	3		14	85				6				
FR,GB,SK																2								4														9				
FR,GB,SN																																		2								
FR,GB,TH																										30																
FR,GB,TN																													11													34
FR,GB,TR																																			4							
FR,GB,TW,US																																								1		
FR,GB,UA																									1																	
FR,GB,US						4	4	21			2	61	7	6	44	21	4	10		14	19		12	26	123	16	25	26	24	32	7	46	4	364	53	175	112	6	187	8	54	5
FR,GB,US,ZA																				31										12	1											
FR,GB,US,null																														44												
FR,GB,UZ																								3																		
FR,GB,ZA																														4								21				
FR,GB,null										8																																
FR,GE																					4	1		5	1			1	3													
FR,GE,IT																											3															
FR,GF						4																															7	1			8	
FR,GF,IE																																								4		
FR,GF,TH,VN																																								4		
FR,GH																																					3			5		
FR,GN																												16														
FR,GP																	3		4							2				1							1					
FR,GR		2	45	1	1	3	1	5	34	6	30	34	50	50	48	87	5	52	69	71	64	5	80	18	31	5	45	15	6	47	62	102	6		80	133	8	23	130	64	38	128
FR,GR,HU																															10					29						
FR,GR,IE																									12																	
FR,GR,IN																																						11				
FR,GR,IT																			2						3						10			9			2					
FR,GR,IT,SI																					1																					
FR,GR,MA																											12															
FR,GR,MY,US																																5										
FR,GR,NC																															5											
FR,GR,NG																														2												
FR,GR,NL																																								6		
FR,GR,NL,RE																																										4
FR,GR,PA																																				3						
FR,GR,PL,US																															2											
FR,GR,RO																									9	5																
FR,GR,RU																						2																				
FR,GR,RU,SA,TN																																										
FR,GR,SE																																									3	
FR,GR,SI																					12						3															
FR,GR,SK																														30												
FR,GR,SN,US																5																										
FR,GR,US																						17			6	1	4	2					35		160			1	15	14	6	15
FR,GY	4		6																																							
FR,GY,IE					13																																					
FR,HK																					3				14		23		3		30		13	24	48	4	41	20				
FR,HR				1								17	3		4	2		12		5			7						1	30	1	55	19	62		50	40	13	35	24		
FR,HR,HU						1										7																										
FR,HR,IT																																						7				
FR,HR,MD,PL,RO																								8																		
FR,HR,PL,SI																																			1							
FR,HR,RO																											7															
FR,HR,RS																																							1			
FR,HR,SI																										1								2				1				
FR,HR,SI,US																																					2	4				
FR,HR,US																											6															
FR,HU			7		7			21	2	9	7	27		65	28	27	25	1	5	44	53	21	32	14	25	74	36	21	78	41	82	61	62	186	65	26	60	51	38	42	69	112
FR,HU,IN																									2																	
FR,HU,IR,US																																							27			
FR,HU,IT													4										17				10							8			12					
FR,HU,IT,JP,PL																																			12							
FR,HU,IT,PL																																		6								
FR,HU,JP																										4																
FR,HU,JP,US																																										1
FR,HU,MD,RO,RS																																							34			
FR,HU,ME																			14																							
FR,HU,MX																																1										
FR,HU,NL																																		17								
FR,HU,PL																													6	3	6			14								
FR,HU,PL,RU																													1													
FR,HU,RO																																			5			9				
FR,HU,RS																												1														
FR,HU,RS,TW																																							1			
FR,HU,RU																				1				25									10									
FR,HU,SK																				2																						
FR,HU,TN																										50																
FR,HU,UA																																		8								
FR,HU,US												20					4					2		8			7	2		109			1				13	4		2		
FR,ID											2					29																				16	74					20
FR,ID,JP,MY																													1	2												
FR,ID,KR																																	1									
FR,ID,PE																																									1	
FR,IE	5		10	1	1	1	3	23	2	1	4		35			4			13		44	1			6	1		19	112	45	39	30	10	28	36	5	22	101	47	49	47	4
FR,IE,IT							5																																2	3	2	
FR,IE,IT,SE																									3																	
FR,IE,IT,US																																				31						
FR,IE,JP																											3									6						
FR,IE,MA																																	5									
FR,IE,NL		5																																								
FR,IE,NO,US																																					4					
FR,IE,PL																																		14								
FR,IE,SI																									1																	
FR,IE,TW																																									24	
FR,IE,US									10	1																										27						
FR,IL			1	4		5		10	2	6	8	1	5	3	1		14	46	62	53	29	19	21	43	13	47	2	11	19		13	2	6	2		111	8	13	59	11	4	70
FR,IL,IN																																									1	
FR,IL,IN,US																	3																									
FR,IL,IT																4														2						7			53	12		
FR,IL,IT,SE																																				1						
FR,IL,IT,US																					1																					
FR,IL,JP																				3																						
FR,IL,JP,RU																																				6						
FR,IL,JP,US														1												8																
FR,IL,MX																																						4				
FR,IL,NL																	1																									
FR,IL,NO																				1			1																			
FR,IL,PL																			1				2				3															
FR,IL,RE																										2														2		
FR,IL,RU																							6										29									
FR,IL,SK																									5																	
FR,IL,TR																											8															
FR,IL,US											2																		7		3					25		7	20			7
FR,IL,null															3																											
FR,IN	1	8	39	2	5	7	38	19	13	35	6	20	17	26	24	25	23	32	11	28	77	31	72	61	115	185	127	68	164	381	163	318	374	404	237	218	406	373	761	669	571	486
FR,IN,IR																															2											
FR,IN,IR,IT																																		6								
FR,IN,IT																			1		2	2		4		2		1	13	3	22		6			3	15					
FR,IN,IT,RU																										1		3														
FR,IN,IT,TW																					1																					
FR,IN,JP													1												8			1	5					5			7					
FR,IN,JP,MY																																	7									
FR,IN,KR																																			3	61				5		
FR,IN,MA																6	3				5													1								
FR,IN,MD																																		3								
FR,IN,MX,TR																																									1	
FR,IN,MY																															21						4					
FR,IN,NL																													5													
FR,IN,NO																																				1						
FR,IN,PL																																						52				
FR,IN,PT																																	3				14					
FR,IN,RO																			2										3													
FR,IN,RO,TH																																								5		
FR,IN,RO,UA																																				1						
FR,IN,RU																		4							3										2				2			
FR,IN,RU,SE																																					3					
FR,IN,SA,TT																																										56
FR,IN,SA,TW																																										1
FR,IN,SE																																										4
FR,IN,SG																																						1				
FR,IN,SI																																										5
FR,IN,SK																																		2								
FR,IN,TH																																				10			3			
FR,IN,TN																																				50						2
FR,IN,TR																																								10		
FR,IN,TW																									1	1				3									15	4		3
FR,IN,TW,US																									4															11		
FR,IN,UA																																		4	3							
FR,IN,UA,US																																			9							
FR,IN,US			15							3						3	5		7	2					2		6			3	4	3	8	46		29	10	13	45	8	13	22
FR,IN,VN															1																											
FR,IN,ZA																																								21		8
FR,IQ				7	10												52											1												31		9
FR,IQ,TN					22																																					
FR,IR														13											5	23	67	14	5	24	10	26	45	8	54	47	67	8	11	24	38	20
FR,IR,IT																														7							3				4	
FR,IR,JP																								5						5					3							
FR,IR,MA,SA,US																																					13					
FR,IR,MR																														11												
FR,IR,MX																												7														
FR,IR,MY,SA																																							1			
FR,IR,PL																																							2			
FR,IR,SK,US																																										1
FR,IR,TN																																							2			
FR,IR,US																													2							42		44		30		
FR,IS,IT																																					8					
FR,IT	28	19	14	64	25	54	71	131	103	94	125	145	136	266	79	209	149	162	169	370	372	458	436	352	422	402	387	525	324	616	397	933	608	628	608	582	518	632	691	645	419	371
FR,IT,JP									1		1						2			3	6					1	2					3				1		4		28		
FR,IT,JP,PT																												23														
FR,IT,KR																																			1				35			
FR,IT,KR,LU																																		5								
FR,IT,KR,US																																	1									
FR,IT,LB																																					2				2	
FR,IT,LT																																				6						
FR,IT,LU																																	55									
FR,IT,LU,US																																		16								
FR,IT,LV																																						1				
FR,IT,MA												1																												19		2
FR,IT,MA,TR																																					17	18				13
FR,IT,MD,PL,RO																								5																		
FR,IT,MD,RO																														4												
FR,IT,MD,RU																									3																	
FR,IT,MG															3				6																							
FR,IT,MO,RU,TH																																								27		
FR,IT,MX																								2	17									12					22			
FR,IT,NC																			19			3																				
FR,IT,NL								2						11		4		1						2	1			1				55		5	12	8						8
FR,IT,NL,US													11							7									13										56			
FR,IT,NO																			9																							
FR,IT,PF																													19			5										
FR,IT,PL					3		3										1								3		12			6		13	18	16			3		17			
FR,IT,PL,RU																												3														
FR,IT,PL,SA,US																																								6		
FR,IT,PL,TN																																					1					
FR,IT,PL,TN,US																																						5				
FR,IT,PT																				1	2								22				34		1			35	6	136	4	31
FR,IT,RE														6																												
FR,IT,RO																	9													8				36						31		7
FR,IT,RS																																				2						
FR,IT,RU															5		14	14			13				2	1							1				13	6	29	1		3
FR,IT,SA																																	8									11
FR,IT,SA,TN																																									1	
FR,IT,SA,US																																								55		1
FR,IT,SE																		2		2	13									13				18		1				4		1
FR,IT,SE,SI																														2												
FR,IT,SE,US																																				31					6	
FR,IT,SG																												5								2						
FR,IT,SI																																			3							1
FR,IT,SK																																			53		21					
FR,IT,SK,TN,US																																									1	
FR,IT,SN																											3			1												
FR,IT,TG																																							1			
FR,IT,TH																																			10			28	94			
FR,IT,TN																						9													3	2	3		16	1	4	1
FR,IT,TN,US																																									2	
FR,IT,TR																																				1						
FR,IT,TW																																										10
FR,IT,UA																																	24	10								
FR,IT,UA,US																																				1						
FR,IT,US						3	1	4		2	1		4	2	7	2	3	6	20		20	21	44		1			57	116	31	17	59	10	34	7	9	5	9	5	63	41	65
FR,IT,VE																																25										
FR,IT,ZA																																				6						
FR,IT,null																												31														
FR,JO																		55					2		3	10									6				1			
FR,JO,US																																						13				
FR,JP	3	29	7	21	48	3	19	9	4	83	15	6	65	38	15	24	64	85	31	76	91	45	104	86	87	87	261	145	241	221	220	163	314	200	135	107	195	106	222	205	343	124
FR,JP,KR																					6				8					1		5	16	4			7	2			5	
FR,JP,KR,PL																																				3						
FR,JP,KR,TN																													3											52		
FR,JP,KR,US																																5					1					
FR,JP,LU																																				13						
FR,JP,MA																				1										12			4									
FR,JP,MD																									3																	
FR,JP,MG,TN,US																																									1	
FR,JP,MY																											8			3	2											
FR,JP,NC																																					4	10				
FR,JP,NC,PF,US																																								7		
FR,JP,NO																															1											
FR,JP,NO,US																																									1	
FR,JP,NZ																			4																							
FR,JP,PL									1				2										4	1					30		1		31	7					2			1
FR,JP,PL,RU																																								7		
FR,JP,PT																					1																					
FR,JP,RU																						8		7	1	5				20		12	4	5	4		4	6			9	12
FR,JP,SG																																				3			20			
FR,JP,SG,TH,US																																									1	
FR,JP,SG,US																																									26	
FR,JP,TH																											5		10													
FR,JP,TN																7								1						2	16					1		5				
FR,JP,TN,US																																					1					
FR,JP,TR																									2										5							
FR,JP,TW																																					5		5			
FR,JP,TW,US																																										21
FR,JP,UA														2																												
FR,JP,US								7			2			1				2	6	10	1	6	15		2	1	1	35	15	43			2	6	10	5	6		19	1	79	
FR,KE																																	10	2								
FR,KE,UG																																			3							
FR,KH																																									15	
FR,KR								1	6	4	3	4	5				1	11	7	21	18	29	37	3	19	30	36	153	32	20	1	1	6	48	17	52	55		1	29	18	
FR,KR,LU																																						18			6	
FR,KR,PL																																							9			
FR,KR,PT																														2												
FR,KR,RU																				1	1																	20		10		
FR,KR,SE																															67											
FR,KR,SK,US																											1															
FR,KR,TN																													4	33												
FR,KR,US						3														1	2		1	5	25	1	1					6	12			5			6	2	2	
FR,KR,VN																										4						6							2		4	
FR,KR,null										4																																
FR,KW																																									2	1
FR,KZ																											1				3			2			1					
FR,KZ,RU																																							1			
FR,LB	1		29		29			2									12				34	19			11			4		47	29	6	130	31	31	172	139	148	242	97	97	9
FR,LB,PK																																							8	2		
FR,LB,PL																						4						2														
FR,LB,TN																																	9		18							
FR,LB,TW																																										5
FR,LB,UA																																	16									
FR,LB,US	1																																				2					
FR,LK	3																															4										
FR,LT																					32			49	5		7	8	67		15	4	15	12	5	14	14	8		16		16
FR,LT,MX,RU,US																								39																		
FR,LT,MX,US																										15																
FR,LT,NL																																									5	
FR,LU																						11	3	12		61	29	51	73			19		2		17	2		1			
FR,LU,RU																																									4	
FR,LU,US																																						1				
FR,LV															2				1	1	2			1	1								1	17	11	4		12				8
FR,LV,PL																																										
FR,LV,RU																																								1		2
FR,LV,SA,TN																																										
FR,LV,SE																																								97		
FR,LV,TN																																							8			
FR,LY					16																																					
FR,MA	24	12	10	24	50	1	19	14	62	50	118	163	111	134	185	158	130	143	157	284	267	228	179	137	177	142	206	78	57	155	158	202	118	167	273	114	114	142	107	201	294	132
FR,MA,MX																														1												
FR,MA,MY,SA																																										
FR,MA,PK																																		2	1							
FR,MA,PL																1					2														1							
FR,MA,PL,RO																												5														
FR,MA,PS																																										2
FR,MA,PT																												5		5												5
FR,MA,PT,RO																12																										
FR,MA,QA																																								3		
FR,MA,RO																22								18																		
FR,MA,RU																	1	20															1									
FR,MA,SA																															1				1	2			13			1
FR,MA,SA,TN																																										1
FR,MA,SA,TR,US																																								2		
FR,MA,SE																														6	5											
FR,MA,SI																																									32	24
FR,MA,SK																							8																			
FR,MA,TN													20			17							2					13			6			1	3		3		3		4	35
FR,MA,TR,US																																							2			
FR,MA,TW																																										1
FR,MA,US						1		3			1		13	10	13	11		3					2							2							7		8			
FR,MA,YE																				1																						
FR,MA,ZA																										3											1					
FR,MC														10	3	4																							4	32		
FR,MC,NZ																							1																7			
FR,MD																				1			3		4			25			10		8		11	14	13				11	4
FR,MD,PL																														3	2											
FR,MD,PL,RO																								4																		
FR,MD,PL,UA																														12			28									
FR,MD,RO																					16			2																6		
FR,MD,RO,US																																		8								
FR,MD,RU																							1					5														
FR,MD,SK																																				2						
FR,MD,US																							5		3																	
FR,MF							3	2																																		
FR,MG						1		1	1		2		1			5		8	8	3		2	6		3		39	13		28		26	10		1		15				4	
FR,MG,NG,US																																										
FR,MG,PF																		3																								
FR,MG,RE																																									11	
FR,MG,TN																																				7	3		5			
FR,MG,TN,US																																										2
FR,MG,US																																		2								
FR,MG,ZA																			2	3																						
FR,ML																							32													131		8		27		
FR,ML,RE																																						11				
FR,MN																																										2
FR,MO																																							6		7	
FR,MO,US																																						2				
FR,MQ																																			3							
FR,MQ,US																																					2					
FR,MR							4																																			
FR,MR,SN																																					2					
FR,MT																												5														
FR,MU,RE																														2												
FR,MX	1	54					51	11	15	4	11	13	11	4	32		7	61	30	3	8	45	22	13	89	44		45	12	87	7	72	37	149	127	55	32	32	60	14	72	117
FR,MX,NL																				1																						
FR,MX,PL																							2																			
FR,MX,RO															9		15					2																				
FR,MX,UA																																					11					
FR,MX,US															10							7	1			2									5		6			9	9	
FR,MY					22		4	19		4	1	4	1	2	6	12	8	5	2		4	3	3	7					9		1		5	2	25	25	16	24	12	28	4	41
FR,MY,PK																																								21		
FR,MY,TH,VN																																						3				
FR,MY,US																																		2								
FR,MY,VN																			7																							
FR,NC				18	5	5	2					4		12		8	1				7	4	9	4									1	1	9	17	14					2
FR,NC,NZ																														9												
FR,NC,SN																																					155					
FR,NC,VN																																				18						
FR,NE															1					32	1	2		2							5		9	14						11		
FR,NG												7		3	16	1	1																									
FR,NG,SE																4																										
FR,NG,SN,ZA																														1												
FR,NG,US																																	25		7							
FR,NI																									6																	
FR,NL	5	13	13	11	31	15	1	17	11	2	1	15	15	28	21	18	24	130	62	32	46	51	11	21	36	24	2	80	62	73	32	40	75	24	44	43	20	48	6	32	78	96
FR,NL,NO												20											1																			
FR,NL,NO,SE																											1															
FR,NL,NO,UA																							1																			
FR,NL,PL										1								3			1						28				1										10	
FR,NL,PL,null									2																																	
FR,NL,PT,US																				1																						
FR,NL,RO																									3															1		
FR,NL,RU																			3	7																						
FR,NL,SA																																								1		
FR,NL,SE					3			3										26																	1			2				
FR,NL,TH																								3	5								14									
FR,NL,TW,VN																							2																			
FR,NL,US											7	4					2						8					16							4				6	2		
FR,NO		5	1				4						3		2		2			5	8	8	2	3	7	1	13	11	2	33	3	9	11	12	51	33		37	143	3	6	16
FR,NO,NZ,SE																																					2					
FR,NO,PL																																				3						
FR,NO,RU																																					3					
FR,NO,SE																				1																4	17			17		
FR,NO,SE,UA																																										10
FR,NO,TR																																	5									65
FR,NO,UA																							2												28							
FR,NO,US																																						7	8			
FR,NO,US,ZA																																							3			
FR,NP																												126														
FR,NZ				8			7	4				18						6			3		18		3	8	7		15	10	40		45	80	12	48	25	39	13	10	71	26
FR,NZ,PF																																		8								
FR,NZ,RE																																							6			
FR,NZ,RU																																				36						
FR,NZ,RU,SG																																								3		
FR,NZ,SE																				3																						37
FR,NZ,TW																																							1			
FR,NZ,US	13																		16								83															
FR,None			2					6						7			2				20																					
FR,OM																										1																
FR,OM,TN																																										1
FR,PE								24																							2	4			30	18	16	9	7	2		7
FR,PE,RE																																										
FR,PE,UY																																	43									
FR,PF																4	1												3	4		8	3		20		30	32	5		8	2
FR,PF,US																					4																					
FR,PK																					2							1								22				2		7
FR,PK,SA																																					2					
FR,PK,SG																																		16								
FR,PK,TN																																						1				
FR,PK,TR																																						7				
FR,PK,US																																										1
FR,PL	5	9	26	12	41	45	21	8	2	11	42	45	32	48	87	109	122	171	64	151	124	177	97	219	220	184	183	124	237	188	123	82	183	241	130	246	189	125	192	233	263	277
FR,PL,PT																																	2									
FR,PL,PT,RU																													2													
FR,PL,PT,TN																											5															
FR,PL,RO																								4					2													
FR,PL,RO,UA																																								1		
FR,PL,RO,US																																			76							
FR,PL,RS																	7											4														
FR,PL,RU																				2						3				3	4		12	18		11						
FR,PL,RU,SE																																									1	
FR,PL,RU,US																											2											5				2
FR,PL,SA,TN																																										2
FR,PL,SA,TR																																								1		
FR,PL,SE																4																										
FR,PL,SI																																								62	69	
FR,PL,SK																								1							29											
FR,PL,TN																																	2			8	24	1	16	4	14	1
FR,PL,TN,US																																						1				
FR,PL,TW																								1	6													1				
FR,PL,UA													4	7		15		22	2	7			1	1				8	13	12							25	3	154			
FR,PL,US					4			3	1									5	2			2			2	1	47		1	4	54	1	53	9	8	12	22	28	4	7	8	14
FR,PL,VN																																		2								
FR,PR,US																																3										
FR,PT		1							3		18	10	4	13	10		27	35	37	32	69	65	89	81	135	105	78	85	100	77	169	60	190	69	37	66	81	142	74	109	18	23
FR,PT,PY																																					1					
FR,PT,RO,US																									8																	
FR,PT,RU																													11		4	4						8			5	
FR,PT,SE																		22																								
FR,PT,SI																																					1					
FR,PT,TH																																										
FR,PT,TN																																	12		4		2			1		
FR,PT,TN,UA																																						10				
FR,PT,UA																											4															
FR,PT,US																								7					2			6			2	2				3		11
FR,PY																		7																								
FR,PY,UY																														2												
FR,QA																	1																		1							
FR,QA,TN																																										1
FR,RE														15										2			11			1			9			17		48				
FR,RO				3	13							1	7	35	39	35	89	35	34	146	41	67	78	88	61	62	47	59	108	69	121	315	177	251	201	139	49	44	77	60	159	77
FR,RO,RS																														1												
FR,RO,RU																																2										
FR,RO,SI																																									3	
FR,RO,SN																																									1	
FR,RO,TH																																			4							
FR,RO,TN																																	4				5					
FR,RO,UA																																			1							
FR,RO,US																				10																						
FR,RS			1		1					2						14	1			17	11	23	5		5	1	15			4	1	17		31	7	16	28	1	24	7	17	1
FR,RS,US					1									7																												
FR,RU	9	5	20	3	3		1		21	5	10	4	58	67	38	61	59	127	101	120	191	146	137	184	229	40	147	165	161	253	309	265	250	224	269	385	291	285	423	242	159	214
FR,RU,SA,TN																																										
FR,RU,SE																		1				4						1		1		2										2
FR,RU,SK																																						2		1	4	
FR,RU,TH																																										5
FR,RU,TN																											4									18						
FR,RU,TR																														26												
FR,RU,TW															12					1																						
FR,RU,UA																						12			1	4	3			16	7	24		9	86				4		1	
FR,RU,US													2	3	4	4						21			4			2					9	30		1		18	10		1	
FR,RU,US,null																													2													
FR,RU,UZ																							1	2																		
FR,SA	2			3	15	4								4		3				1	5		7									14	29	5	1	6	26	11	9	14	15	4
FR,SA,TN																																	2	4		1		2	9	42	13	21
FR,SA,TN,TR																																										6
FR,SA,TN,US																																										1
FR,SA,TN,ZA																																										1
FR,SA,TR																																1						4				2
FR,SA,US			3																																						13	
FR,SD																																									53	
FR,SD,US																																										26
FR,SE	7	12	2		4	2	4		1	7	2	4	3		1	20	16	18	42	23	22	38	40	3	31	51	94	43	17	63	86	140	64	46	14	13	14	105	11	38	86	5
FR,SE,TN					2																																					
FR,SE,UA																															7											
FR,SE,UA,US																																									9	
FR,SE,US									3										1		3		24							21		2		57	5	1					2	
FR,SE,UY																																7										
FR,SE,VN																								3																		12
FR,SG																						1			1	17		27	12	52	13	75	101	543	30	60	472	103	28	68		1
FR,SG,US																																							20		85	
FR,SI					6				3								20	1		12	14	25	18	10		78	12	55	114	169	127	10	118	62	25	8	73	34	121	39	34	106
FR,SI,TN																																				2						
FR,SI,TR																																					6					
FR,SK	13	1	1		41		7	19	6	14		41	41	52		25	12	85	11	75	33	81	29	31	29	14	80	100	74	33	19	25	29	19	78	112	37	130	75	86	74	48
FR,SK,TN																									4																	
FR,SK,US															1						15				30		4							13	15							
FR,SK,ZA		16																																								
FR,SN						4			1				1		2			1		2					3				15		26	18	10	38	1	11	55	72	5	82	2	65
FR,SN,US										1																													14	3		
FR,SO																																							6			
FR,SY															5	5																										
FR,TD															2																											
FR,TG																					2																			18		
FR,TH														1			4				18	2	19	8	3		17			2	6	4		3	7	20	9		11	10	31	9
FR,TH,TW																																		1								
FR,TH,US																								1																		
FR,TH,VN																																			8			10	10	10		
FR,TN	8	28	47	7	20	52	1	35	3	6	32	15	4	33	20	23	65	28	141	106	113	105	110	144	57	98	84	119	62	167	212	170	185	356	306	530	525	430	330	302	395	347
