1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
TJ						4		2		19	2			11		19																	2									
TJ,US																																		4		18						
TN	6		6	2	4									2	1	1		6	2		16		23	27	10	4	10	9	40	17	18	4	14	8	10	22	43	17	30	11	12	10
TN,TR																																									1	
TN,US																							5								3											
TN,ZA																																										
TR			1			2					3	1	1	1	3	4	4		10	4	5		11	100	36	13	17	35	22	37	3	37	20	22	28	18	14	31	24	10	51	20
TR,UA,US																										1																
TR,US			2									5								1									1		6	4	5		1						16	8
TR,US,null					3																																					
TT																							7				6															
TW	4		1	41	15	4	9	61	116	52	117	39	72	69	103	144	193	64	96	70	75	47	53	61	103	64	149	148	139	191	303	83	61	87	51	34	26	38	29	4	8	27
TW,US					1			7	4	2				4	1		28	10	1	10	17	10		13			2	2	4		1											
UA			1			16				11	7	48	59	36	97	83	63	33	51	62	77	19	44	179	112	74	85	45	40	60	80	20	27	75	58	44	34	18	5	18	44	23
UA,US											2									2	3					12	1	13		12	7			7		19		2		6	1	
US	289	324	410	310	411	367	588	802	780	689	648	571	535	586	550	785	744	953	1372	954	616	885	639	725	669	801	772	767	691	852	760	517	655	638	608	660	685	558	607	704	520	573
US,UY																																									5	
US,VE		4																																								
US,VN																								1	6																1	
US,ZA			5							1																															1	
US,null		1										2		2							12									16												
UY																																							4			
UZ										1	6																			4									1			
VE									1				3										3	4																		
VN		4	3						6			10			2	13	9	6		3		12	56	6		1	6	2	3	3		8		3		5			1	24	15	5
ZA	4	9		1				5	2			1		1		8	14	1	7		8				6		13	10	6	7	7	17	1	5	3	10	25		9	62	10	7
ZA,ZW																																										
ZM				4																																						
total	4633	4312	4095	3860	4073	3844	5199	6578	6824	6854	5957	6703	6381	6035	7460	8069	8290	8744	8989	8363	7553	8619	7449	8729	7917	8328	8618	8508	8845	9383	9171	7612	8660	9150	10146	10475	11524	10624	10554	10301	9616	9690
