Country,Year,Value,source,iso3c
US,2020,13.77,FigureS-5,USA
US,2021,12.47,FigureS-5,USA
US,2022,10.83,FigureS-5,USA
IN,1996,1.71,FigureS-5,NA
IN,1997,1.95,FigureS-5,NA
IN,1998,1.74,FigureS-5,NA
IN,1999,1.96,FigureS-5,NA
IN,2000,2.25,FigureS-5,NA
IN,2001,2.83,FigureS-5,NA
IN,2002,3.01,FigureS-5,NA
IN,2003,3.25,FigureS-5,NA
IN,2004,3.74,FigureS-5,NA
IN,2005,3.73,FigureS-5,NA
IN,2006,4.33,FigureS-5,NA
IN,2007,4.7,FigureS-5,NA
IN,2008,4.47,FigureS-5,NA
