	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022
AT,DE,NO																							2																10	22		
AT,DE,OM																																				22			7			
AT,DE,PL															4														12	14										2		
AT,DE,PT																									3												7					
AT,DE,PT,RO,SK,US																																	16									
AT,DE,RO																												2														
AT,DE,RU																							4								6									5	1	1
AT,DE,SE																																							2	55		
AT,DE,SI																					5																					
AT,DE,SK																	1	4	2	16		13			6							14	1		9				1			
AT,DE,TH																																									1	
AT,DE,TR				7		5		9				6																		15												
AT,DE,UA																												53									3		31			
AT,DE,US														1						22				20					1	9	9	2			20	18		38	107	4	1	18
AT,DE,VN																																									5	
AT,DE,ZA																																						10				
AT,DE,null							4																																			
AT,DK								25											2	35	10			1	1	20		16		2			30	19	61		91		18		85	67
AT,DK,ES																																					2					
AT,DK,ES,US																																2										
AT,DK,GB																					8																					
AT,DK,GB,TR																							5																			
AT,DK,IE																																								2		
AT,DK,IS																												3														
AT,DK,NL,SE																																										115
AT,DK,NL,SE,US																																						1				
AT,DK,PH																													5													
AT,DK,US																																	1									
AT,EE																														28												
AT,EG	12	13		12				74	46	1	29	7	15	3	35	73	55		17	16		3	25	6	35	4	2	13	44	2	1	41		15	11	19	3	13	2	20		4
AT,EG,ES																				1		2			1		1			3												
AT,EG,ES,KW																					2	6																				
AT,EG,ES,SE																									2			1														
AT,EG,GB,IT																																						1				
AT,EG,GB,MG,US,ZA																																							14			
AT,EG,GB,NZ																													2													
AT,EG,IQ																																					4					
AT,EG,JP,US																																										
AT,EG,KW																1	2	2	6																							
AT,EG,LY																																									2	
AT,EG,RO																																			4							
AT,EG,RU,SK																																					3					
AT,EG,SA																																		2	1	21				6		2
AT,EG,SA,TR,UZ																																										1
AT,EG,SE																											9									2						
AT,EG,SK																																		3								
AT,EG,US																																								7		10
AT,ES						8							5			3		3	11	33	22	53	117	46	12	32	7	21	37	12	76	156	150	50	90	11	82	4	20	10	6	60
AT,ES,FR																					2	5	3	1	6		21															
AT,ES,FR,IT																																			1							
AT,ES,FR,RO																					1																					
AT,ES,GB																							6		13					32						6		5			1	
AT,ES,GB,IN																						5																				
AT,ES,GB,IT																																	5									
AT,ES,GB,IT,US																															1											
AT,ES,GR																									4						4											
AT,ES,HU,NZ,RS,SG,SK																																							25			
AT,ES,IN																													8		5		5			29						
AT,ES,IN,IT,TW																																1										
AT,ES,IT																							3			10				21	7	9						2		2	19	
