1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	
GB,IE,NL,US																																									9	
GB,IE,NZ																				3																			21			
GB,IE,PK																																					5					
GB,IE,SD																									7																	
GB,IE,SG																																							4			
GB,IE,TW																																		3								
GB,IE,US										2													4					14						1					6			9
GB,IL			8												1		1										2	8	7		13	6		11								
GB,IL,IN																					2																					
GB,IL,US																							1			8				6												
GB,IN			3	26	35	43	22	6	44	15	3	18		2		6	11	19	34	45	48	80	91	59	32	138	193	145	118	205	127	184	98	126	136	109	114	139	77	28	19	41
GB,IN,IR,TR,TZ,US,ZA																																										1
GB,IN,IT																												1	23	9		2				10		2	4			
GB,IN,JP																				6														4	1		5	2	3			
GB,IN,JP,US																												7														
GB,IN,KR																													13		1											
GB,IN,KR,SA																																										2
GB,IN,MX																						1																				
GB,IN,MY																															6											
GB,IN,NO																																			4							
GB,IN,NZ,US																																	13									
GB,IN,OM																																						2		2		
GB,IN,PT																																										6
GB,IN,RU																																		4								1
GB,IN,SA																																								9	6	10
GB,IN,SG,US																																								8		
GB,IN,TW																					1			15					8												4	
GB,IN,US							3																		6	2		26	6					6		11	25	38	35	44		4
GB,IQ										7																			5			9	15		5				9	6		
GB,IQ,ZA																																						8				
GB,IR						23	7												1	3	4	11		4	8	3	16	55	31	29	6		5			8	7	31	20	15	2	6
GB,IR,IT																									3				3		2				4							
GB,IR,IT,TR																																		1								
GB,IR,IT,US																																							5			
GB,IR,KR																													2													
GB,IR,LY																								3																		
GB,IR,MY																																						1				
GB,IR,NZ																																						3				
GB,IR,PL																																					6					
GB,IR,SI																															1											
GB,IS																																			4			1			5	
GB,IS,US													3																													
GB,IT	31	49	29	56	73	12	9	21	43	9	6	10	29	31	29	51	20	38	13	86	78	42	87	27	11	49	48	84	35	86	129	128	83	88	34	43	86	67	53	44	21	51
GB,IT,JP																			4																3					3		
GB,IT,KW,RU																								5																		
GB,IT,LT																																										
GB,IT,MD,PL																								5																		
GB,IT,NL,RS																																					4					
GB,IT,NO																								1																		
GB,IT,NZ	1																																									
GB,IT,PL																													2	3												2
GB,IT,PT													3						12			11									13		2	8					6			
GB,IT,QA																																					10					
GB,IT,RO																																		3								
GB,IT,SE																										7				7												4
GB,IT,SG																													2		6											
GB,IT,TZ																																			2							
GB,IT,US											3																4	2	17	4	1	5	1		3		1					
GB,IT,VE																				2				4		21																
GB,IT,null																													12	3												
GB,JM																											1															
GB,JP						4		3	2	18		4		1	2	3	12	23	7	12	6	2	8		12	11	4	7	16	7	28	28	16	7	42	54	14	49	31	16	3	15
GB,JP,MX																								3																		
GB,JP,OM,PL																																10										
GB,JP,RU																																				12			8	7		
GB,JP,SE																																		4								
GB,JP,TW																																	10									
GB,JP,US																														4			6				3		1	7	13	
GB,KE,ZA																																										4
GB,KR																	2											20	9	3	2			2		6						
GB,KR,NL,US																																2										
GB,KR,RU																		4																								
GB,KR,US																															2		1									
GB,KW																									2			7														
GB,LB																																						2	1			
GB,LK																																					2					
GB,LT																																	5									
GB,LT,US																							1							4												
GB,LU																																						1				
GB,LV																																										
GB,LY																						3						10						1								
GB,LY,NZ,TR																																		4								
GB,MA																																										1
GB,MD																					4	1												8	5		3					
GB,MD,PL																													2													
GB,MD,RO																												4														
GB,ME,RS																								4																		
GB,MR,SN																																							4			
GB,MR,TN																																							6		6	
GB,MT																																		8								
GB,MU																																			13		2					
GB,MX					2	4	2	20	5	7						33	3				11	14	10						16	5			2			1				9		
GB,MX,RO																2																										
GB,MX,US																						1																				
GB,MY	15				11		80						5		2				9									10		3		6	2	3							6	1
GB,MY,PK																																1										
GB,MY,US																															2	2	4									
GB,NG	12									4			2			20				5	2				3					3				10			9			2		
GB,NG,ZA																																								3	3	1
GB,NL	3	2	9		2	1			3	50		6					6	6		4	8	19	9	59	2	43	16	29		59	15	13	24	46	16	6	42	2	22			38
GB,NL,PL									2																																	
GB,NL,PT																							12																			
GB,NL,RS																																	6									
GB,NL,RU																																	10									
GB,NL,SE																																										7
GB,NL,US										7																				2												
GB,NO										1		1				3					9	8		9	1	14	19	5			1											13
GB,NO,SE																												1														
GB,NZ	3	1		2	10			8	1	3		7				8	2			7	1	12	20	28	15	5	11		8	14	14	14	12	50	10	15	7		87	40	26	30
GB,NZ,PL																																								8		
GB,NZ,SG																									26																	
GB,NZ,TH,US																																						2				
GB,NZ,US																										1																
GB,OM																		6	13	5		13	11	8	3	6		7		10			14	15		11			3	1	8	
GB,OM,SA																																									3	
GB,OM,US																																									1	
GB,PK															2									10		14		1	16	11	15	3	4	13	1	47	25	3	13	5	1	2
GB,PK,RO																																						2				
GB,PK,SA																																	2					3	36			
GB,PK,TR																																				1						
GB,PK,US																													6			4				3	4					
GB,PL	2									5	7	8	32		33	10	12	7	7	9		8	22		12	28	5	27	1		5	5	4	14	7					7	3	
GB,PL,PT																									2																	
GB,PL,RU																8																										
GB,PL,SE																																	1									
GB,PL,US																													9			4	4	9								
GB,PT		12	2	20	8	3	16	16	2	16	6	11	13		1	19	37	3	2	52	97	55	46	42	33	29	29	51	9	22	53	47	1	8	37	6	37	10	22		11	1
GB,PT,RU																								13																		
GB,PT,US			4																											1							3					
GB,QA,US																													2													
GB,RO																				58	5	9	3	5				24	2	6			19									
GB,RS									7																														1			
GB,RS,US											11																															
GB,RS,US,null																												21														
GB,RU													2	7		19	23	24	21	15	34	43	24	24	18	46	31	93	86	36	31		67		22	31	26	32	27	23	18	28
GB,RU,SK																																			2							
GB,RU,TR																											2				1	3		1	2	2						
GB,RU,UA																															25				1							
GB,RU,US																						5	3																			
GB,RW,ZA																																						3				
GB,SA											1														1	1					4	1		42	14	18	3	1	1		3	
GB,SA,SG					7																																					
GB,SA,US																																			1				1		1	
GB,SE							5	1						1						1	6	2		8	1		3	10	52	7	21	13	3	5	16	7	4	23	16	51	3	
GB,SE,US																						3																7		4		
GB,SE,UY																												1		1												
GB,SG									2	1	3					6	3	3	8		3	5											1	45	44		28		2	1	5	3
GB,SG,TH																																			5							
GB,SG,TW																																			5							
GB,SI																	1	3																8		1						
GB,SI,US																											1															
GB,SK											2							12		8	2																	19		24		
GB,SN																															2	1										
GB,SS			7	8			1																																			
GB,SZ											7																															
GB,TH																									1		6	11	9		11	8			15				15	20		
GB,TN																																				5	4			1		
GB,TR				2		4		5	1			7			3		17		1		2	44	6	7	15		17		24	3	1		6	13		7	4		2	1	15	1
GB,TR,TW																													1													
GB,TT														1					15		4			8																		
GB,TW																																		6	9	2	6	6		1		
GB,TW,US																																			2							
GB,TZ										1							5																1									
GB,TZ,ZA																																				2						
GB,UA																	5			14	50			10			15															
GB,UA,US																				7									5													
GB,US	58	83	42	67	70	21	37	28	51	19	24	41	25	39	23	71	18	44	52	46	95	124	94	120	198	46	91	115	164	81	145	129	96	152	134	97	181	101	110	153	146	255
GB,US,VE									5	2	7																															
GB,US,null													3																													
GB,UY																																		2								
GB,VE				5	17	8		19			15	25				4	5		8				5	23	10		2															
GB,ZA												12							1		18	23	55	34	5	19	26	7	17	13	19	2	14		1	4	1	7	5	12	5	1
GB,ZM				1																																						
GB,null		1		4					4			4		4														47	16	18	2											
GE																				1					10			3	24													
GE,IR																																										
GE,IT,SA,US																																							1			
GE,RU																						8					5		8	9	3							9	14	4		
GE,SE																									1																	
GE,US																																					13					
GH											1																		11	31				3	2							
GH,ZA																																						6			3	
GH,ZA,ZW																																							2			
GP						1																																				
GR	32	56	71	105	56	116	92	150	63	113	87	38	126	107	54	87	79	72	210	52	74	108	56	84	57	149	216	178	85	117	44	24	131	85	53	81	56	63	99	33	151	83
GR,HR												2																														
GR,HU																												37		3			9					4				
GR,HU,IT																				17						4			3													
GR,HU,IT,RS																												2														
GR,HU,RO																															2											
GR,HU,RO,US																												1														
GR,IE																																			1			3				
GR,IE,IT																																							8		17	
GR,IL																									19								8									
GR,IN																														3		11	7	10	16	10		8	3			
GR,IN,IR																																				1						
GR,IN,IT																																						3				
GR,IN,RU																																						1				
GR,IT													2		6		3	4			8		2	10	4	1					1											3
GR,IT,JO,PL																															8											
GR,IT,NL																																					2					
GR,IT,PL																					2			3								4	3									
GR,IT,RS																																					9					
GR,IT,RU																					3																					
GR,IT,SI																																	13									
GR,JP																										2	6	1														
GR,MX,US																		2																								
GR,MX,UY																																										2
GR,MY,NZ																																13										
GR,NL				4																					10																	
GR,NO																1	5																		3		3					
GR,PK,PL																																	6									
GR,PL								6			1		5	4						13	1	14	2		7	4		1	7	3	8	19	4	20	3	11			4		1	3
GR,PL,RS																																	2									
GR,PL,RU																														1												
GR,PL,SA																														24												
GR,PL,SK																										9			2													
GR,PL,TR																																										11
GR,PL,US																			2						3						2	8										
GR,PR																																11			9							
GR,PR,RO																													1													
GR,PT											1																															
GR,PT,SI																																						3				
GR,PT,US																																										4
GR,RO																							1					2		1	4		6		4	3			3			
GR,RS																										12	12		4		5						6	8				
GR,RS,SE																																					8					
GR,RS,SI																																							1	2		
GR,RS,US																								8																		
GR,RU											6										1			2		4				1				13		2			1			
GR,SE																													2		14	2	6				3					
GR,SI															3																6		22	19	11	24		3		4		34
GR,TR																														22						2	2			2		
GR,UA																				1																						
GR,US		2				3		1	10		2		9		25	1	8	15		16	2	3	6	7	7		16	8	8	15	22	2	13			11	17	2	3	3	38	
GR,US,null																												8														
GR,ZA																																			1						4	
GR,null															32		1											4														
HK								11		9			7	2	19	61	236	180	160	281	221	225	277	233	199	101	182	130	210	167	277	67	168	233	129	163	207	131	252	246	119	93
HK,IN																		3						1							2	12									1	
HK,IN,JP,TW																					59																					
HK,IN,US																							2																			
HK,JP																													7													
HK,JP,SG																																	5									
HK,MY																																										8
HK,NZ,TW																																										
HK,RO,UA																																										3
HK,RS																																										
HK,RU																																										7
HK,SG																					8		7	5			6			4			20					45	2			
HK,TH																																										10
HK,TW												6	5	1		17			3	5	7								20	19			3					17	9	7	5	
HK,US																			29	34						25										8				5		
HR	11	14	11	22	8	9	1	12	21	23	27	1	21		5	42	19	4	23	21	11	32	16	33	35	21	26	29	60	39	27	37	62	22	43	40	87	66	135	73	67	82
HR,HU			3	1																		1								2		6		6						8	1	
HR,HU,US																																2										
HR,IL,SI																																					1					
HR,IR																														4	6		3		1		1					
HR,IT											2						6	7				2						3		3			1	26	6	7	1					
HR,ME																																		4								
HR,MX,US																																							10			
HR,NL																																	10									
HR,NZ																																						1				
HR,None															9																											
HR,PL																																				6					3	
HR,PL,RS																																										6
HR,PL,RS,TR																																										
HR,PL,US																																				11	9					
HR,PT																																9										
HR,PT,SI																																	4									
HR,RS											3	4																								1		10		8		
HR,RS,US											8												9																			
HR,SI					5																		3	7				3			4		1	14	13	9	4		18	7	2	
HR,SI,US																							10	1																		
HR,US	4																	6								5				16		1				2		3				
HR,ZA																																								3		
HR,null																			4																							
HU	25	23	38	42	49	10	19	18	52	28	49	28	35	2	27	26	23	51	43	50	120	19	123	67	70	62	92	68	80	58	65	59	90	78	84	45	100	119	31	79	152	121
HU,IE																																							5	4		
HU,IE,NZ																														4												
HU,IE,RU																															5											
HU,IR																											5															
HU,IT	17									7	31	14	7	1	11	5	6	9	6	42	88	27	23	33	26	72	42	1	24	21	20	17	56	2	10	7	16	1	4	3		6
HU,IT,NO																								1																		
HU,IT,PL							3		24																																	
HU,IT,PT																																27										
HU,IT,RS																					7																					
HU,IT,RU															2																											
HU,IT,SI																																							4			
HU,IT,US																															1											
HU,IT,null																												21														
HU,JP												6			1								2			1			4					1								
HU,JP,PL																																						1				
HU,JP,US																																				6						
HU,MD,RO,SG																																					7					
HU,ME,RS																					10					3												4				
HU,NL																	4																								19	
HU,NO,SE																																							14	17		
HU,NO,US																				4																						
HU,PK																																							2			1
HU,PL		3					31		7	7	7																							4								
HU,PL,RS																																										4
HU,PL,UA																															1											
HU,PT																						22	1	7		1						1		5								8
HU,RO	18					13	5										1		25	3	15			5	23	6			14	2			22		1	1						
HU,RO,RS																																					3					
HU,RS			1														7						3	2		3	4	4	20		3			6	15	2		2				
HU,RU	49								2		1														9														1			
HU,RU,SE																					2		8					4														
HU,SE										1		10									1																		3	3	4	
HU,SG																																							4			
HU,SI													4																				1								3	
HU,SK				9	25																				2	1					1				11							
HU,SK,US																																							11			
HU,US			1	1		10		1	4	6	8	3			2	2	17			5	4		4	1	6			10		6	1					8		11	24	8	5	2
HU,ZA																													7	7											3	
ID				1	1																								1	1	2						5		4	2	1	3
ID,IN																																									2	
ID,IN,JP																																									1	
ID,IQ,IR,RU,TH																																										1
ID,IT																				14		7				14			5													
ID,JP																								2						6												
ID,KW,MX,US																												4														
ID,MY																														2		1					1					10
ID,SG,TW																																										1
IE	44	44	110	28	47	30	60	47	27	21	101	59	16	52	45	87	54	54	161	137	71	144	71	139	167	102	62	138	147	228	225	127	287	187	127	108	119	128	91	49	35	61
IE,IN																																	2		2	12	18	9				1
IE,IN,US		4																																								
IE,IR																											4							3	16	12	3	2	2	3		1
IE,IR,PL																																								3		
IE,IT							7									3			3			2		18			27					28	6	6	7	7	1	14	10	4	9	
IE,IT,JP																							8																			
IE,IT,NL											1																				6											
IE,JO,US																																										1
IE,JP																									8	4							18									
IE,JP,US																								6																		
IE,LY													25																													
IE,MY																														2									1			
IE,MY,SA																																				1	1					
IE,NL	5		11			2			7	4			25	4		3													40	13				24			21				2	
IE,NL,PL																														2												
IE,NL,US																																								13		
IE,NZ																							32		26			39			66	22		3	4					2	10	
IE,NZ,US																							11				22															
IE,PK																																4	2			2	4		27			
IE,PL																													4								8			4	8	
IE,PT																																			3		2					
IE,PT,US																																		6								
IE,RU																		1			2				6		8															
IE,SE																					12	1																				
IE,SG																															2							15	5		22	11
IE,SG,US																															4											
IE,TR																																			4	6	8				7	
IE,US									1			1								2										1	1	2		4	10	2	13	3	7	7	7	23
IE,VN																																							2	2		
IL	57	7	18	42	49	49	37	20	66	7	17	29	35		50	161	64	165	115	174	120	233	234	232	305	273	214	237	173	182	171	169	344	131	234	176	140	260	120	114	80	168
IL,IN																							8						1				4	9	1	7	8		5	3	10	4
IL,IN,MY																																		1						6		
IL,IN,RU																																			14							
IL,IN,TR																																										
IL,IT															1					4											12		8	17	3	8	34	8	18	14	1	
IL,IT,NL																																					2					
IL,IT,NL,US																																						4				
IL,IT,NO,PL																																										
IL,IT,RU																										7	6		9	18												
IL,IT,US																												1														
IL,JP																														3	1			9	12				4			
IL,JP,KR																														2												
IL,JP,RU																																							20			
IL,JP,US																														4												
IL,KR																												8	3	4		3	3		2					4		
IL,KR,PT																																					3					
IL,MD																															5											
IL,NL																		13		2																						
IL,None																				5																						
IL,PL																																					5					
IL,PL,UA																												1														
IL,PT																													1		5											
IL,RU															1									3	2	8										2	2		2	7	3	1
IL,SE,US																																							1			
IL,SG																																2							8	1		
IL,UA																																			1							
IL,US	2		1		5	12		1	2	5	3	6		24		4	31			1	20	1			14		5	7	17	17	64	47	20	14	22	24	18	15	6	54	22	35
IN	1007	701	950	816	1136	1156	1119	874	946	1230	969	1206	905	773	992	1078	1236	841	809	1033	811	1061	1337	1319	1368	1571	1551	1582	1634	1988	2219	2059	2556	3296	2913	2526	2808	2241	2593	2397	2203	2848
IN,IQ																																			2				1			9
IN,IQ,IR,SA																																										2
IN,IQ,JP,US																																									2	
IN,IQ,LY,RO,SA																																									7	
IN,IQ,MY																																		5	4		10					
IN,IR																															3								1			2
IN,IR,JO,PK,US																																										1
IN,IR,JP,US																																										10
IN,IR,TR																																							1			
IN,IR,TR,US																																			2							
IN,IR,US																																			4							
IN,IR,null																														1												
IN,IS																																										9
IN,IS,LK																																								3		
IN,IT	8	4	1	3	1		3	5	6	7		7	25	36	5		12		12	14	6	1	2	4	8	20	23	16	75	29	47	56	55	65	54	50	72	20	39	34	59	42
IN,IT,JP																																			6					4		
IN,IT,JP,TR,TW																																			1							
IN,IT,JP,TW																																					1					
IN,IT,KR,SA																																						3				
IN,IT,MY																																4										
IN,IT,NO,ZA																																										3
IN,IT,PL																									2							1				9	1		2			
IN,IT,PL,PT,US																																								6		
IN,IT,PL,SA																																								1		
IN,IT,PL,TH																																						3				
IN,IT,PT,US																																								5		
IN,IT,RU																																				6						
IN,IT,SA																																			3					4		
IN,IT,SI												2																														
IN,IT,TH																																			1							
IN,IT,TR																																		7	1							
IN,IT,TR,TW																																			1							
IN,IT,TW																							1																			
IN,IT,US																				1					9				1				2	2	1	12		35	19			6
IN,IT,UY																																										5
IN,JO,MA,PS																																			1			1				
IN,JO,MA,PS,SA																																					3					
IN,JO,PK																																										1
IN,JO,PK,PL																																										2
IN,JP		1	2			16	1	1	1			8	5	2	11	24	10	3		25	3	2	6	68	9	3	18	24	16	26	34	40	42	48	19	20	30	10	33	36	38	37
IN,JP,KR																												22					3				2			3		
IN,JP,MY																											8															
IN,JP,PL																																				3						
IN,JP,PT																															3	3										
IN,JP,SA																																1										
IN,JP,SG																																									3	
IN,JP,US																																4		12			7	13	12	23		
IN,KR													1									11				2	14		12	5	10	16	48	8	18	24	32	35	29	36	19	40
IN,KR,MY																												2														
IN,KR,NP,US																																					4					
IN,KR,OM																																									2	
IN,KR,PL,SA																																							1		2	
IN,KR,PL,SA,US																																									1	
IN,KR,RU,SA																																										1
IN,KR,SA																																		2				2	6	2	5	8
IN,KR,SA,US																																										2
IN,KR,TR																																				6						
IN,KR,US																														10	11	12	5		1		8		4	3	5	1
IN,KR,VN																																									2	
IN,KW																																									2	14
IN,KW,MY,SA																																				1						
IN,LB																																								1		
IN,LK																																		3	1	1	3		14	9		
IN,LK,OM																																					9					
IN,LK,SA																																				1						
IN,LK,US																																						3				
IN,LT																																								2		
IN,LY								14																			11											24				
IN,MA																																1										
IN,MA,PS																																						2				
IN,MA,QA																																								3		
IN,MT																																									1	
IN,MX																		10		11													3			23		10	8	3		4
IN,MX,US																								2																		
IN,MY																1				7	44	3	43	18	25	3	10	6	2	14	6	4	63	43	34	15	6	3	7	4	11	8
IN,MY,PT																																						3				
IN,MY,TH																														5	1										2	
IN,MY,TW																							13		13																	
IN,MY,US																								1			5			7				8	5							
IN,NG						17																				2		1		2	4				6					8	1	1
IN,NG,US																																								2	8	
IN,NL																																										5
IN,NL,PK																																						7				
IN,NL,PT																																										8
IN,NP																																									1	2
IN,NZ															2				1														3			6	14	14	4			
IN,NZ,US																																				4						
IN,OM																																				6	2				10	
IN,OM,SA																																					1					
IN,OM,TR,TW																																					5					
IN,PE																																										
IN,PG,US																															2											
IN,PK																														1			15	32	27		12			4	1	1
IN,PK,SA																																							2			
IN,PK,US																							9																8			
IN,PL																															2	6		14	13	9	11	44	30	30	12	21
IN,PL,PT																																									1	
IN,PL,SA																																2		1								3
IN,PL,TR,US																																										
IN,PL,TW																																		5								
IN,PL,US																																							2	4		
IN,PL,ZA																																				2		1				
IN,PT																										1	4	7	27		19	18	11	17	9	26	14	50	41	48	18	16
IN,PT,SI																																									6	
IN,PT,SK																																					5			3		
IN,PT,TW																																	5		4	3	3				2	
IN,PT,US																																			1					5		
IN,PT,ZA																																				3						
IN,RO																				3										12			10	16	34		15	4	12		13	
IN,RS																																				6	4	2	1	1	1	
IN,RS,RU,SA																																										
IN,RU				1					5		1																	3	17	12	1	20		16	7		7	10	1	6	18	19
IN,RU,SA																																										5
IN,RU,US																																										10
IN,SA																																9	16	9	22	21	22	45	30	15	30	61
IN,SA,SD																																									4	
IN,SA,TR																																										6
IN,SA,TW																																		3	1	1	2					
IN,SA,US																																15									5	2
IN,SA,ZA																																							8	3	1	
IN,SE									10																					2				5	5	9			3		2	
IN,SE,US																																4										
IN,SG																				1			15												12	25	10	8	1	8	5	3
IN,SG,TR																																							4			
IN,SG,US																																								3		
IN,SI																																	1	2		5	2			3		1
IN,SK					4					14																								8	2	2	2		16	4		6
IN,SK,US																																									4	
IN,TH																													1				8			9	6	4	8	10		
IN,TN																																							50			
IN,TR																																10					3	1		7	25	5
IN,TR,TW																																						2				
IN,TT																															17	14	9	12	22		4	11		2		
IN,TW																7	29	47	96	76	100	54	64	83	68	168	23	53	42	31	37	119	50	27	38	31	4	22	41	11	13	3
IN,TW,US																										1	7		8			18					6			1		
IN,US			55	17	12	8	7	11	45	45	3	27	3	73	43	41	60	44	58	76	102	34	134	146	131	151	159	195	199	180	187	169	201	232	361	324	350	353	314	273	212	249
IN,US,null																													3													
IN,VE											1																															
IN,VN																																									1	
IN,YE																																				1						5
IN,ZA																													4	2	9	1	29	18	15	30	15	37	24	48	16	7
IN,null													8								2			8					2													
IQ					6	4	21	8	2	74		18	3		36		19	17	17	12	12			1						18	22	6	11	12	7	16	26	64	58	87	120	91
IQ,IR,RS,US																																									1	
IQ,IR,SA																																										
IQ,IR,US																																				4						
IQ,JO																					21			13									20				5					
IQ,JO,SA																																				9						
IQ,JP											2																															
IQ,KR																																					6	10	15	4		
IQ,KR,SA,SY																																								9	3	
IQ,KR,SY																																							3		5	4
IQ,LY																						5																				
IQ,LY,US																												1														
IQ,MY																																	12			4	3					
IQ,PK,SA																																										1
IQ,RU																																								1		
IQ,SA																																				3		5	6	21	12	42
IQ,SY																																	3	6	5							
IQ,TR																																							21	15	1	
IQ,US																																		5							8	
IQ,YE																				2																						
IQ,ZA																																					4		1		1	2
IR	19	14	19		7		19		3	1				3			6	7	29	36	37	76	100	70	277	210	202	235	176	222	320	243	339	354	280	360	327	325	177	217	164	152
IR,IT																									4						30	33	72	47	27	5	5	19	15	10	8	9
IR,IT,KR																																									1	
IR,IT,KR,SI																																1										
IR,IT,MU																																		2								
IR,IT,PL																																	10	9		10		3	3			
IR,IT,PL,TR																																			12							
IR,IT,PT																																			3						2	1
IR,IT,RU,TR																																									2	
IR,IT,SI																																1										
IR,IT,TR																																										
IR,IT,US																																6				10		6				
IR,JP																															3	1										
IR,KR																										1								3	1	20	2					
IR,KR,PL																																										1
IR,KR,PL,RU																																										1
IR,KR,PL,SI																															8					2						
IR,KR,SI																																			1							
IR,KR,US																																3										
IR,LT																																										
IR,MU,US																																				4						
IR,MX																														12			10									
IR,MX,PL,RU,TR																																								1		
IR,MX,US																								2			1	1														
IR,MY																									3		7	2	39	11	2	8	4	15	4		17	19				
IR,MY,NZ,TR																																					6					
IR,MY,US																																					4					
IR,NL																								1			2											3	2	1		3
IR,NL,US																																									2	
IR,NZ																														6	3	5	6	2	4	18	6	3	4			
IR,NZ,PL																																			6							
IR,NZ,TR																																			19			4				
IR,NZ,US																																					3					
IR,PK																																					12	1	5	3	43	22
IR,PK,PL,UZ																																										
IR,PK,TR,US																														3	2											
IR,PK,US																																									5	
IR,PL																												4		4	23	4	46	30	12	15	57	31	40	32	13	23
IR,PL,RO																																								3		
IR,PL,SI																															3		20		3	7				3		
IR,PL,TR																																						2				
IR,PL,US																																				1						
IR,PL,ZA																																									3	
IR,PT																																	1	2				2	1			
IR,PT,RU																																						2				
IR,QA,US																																					3					
IR,RO																																							2			
IR,RS,US																															2											
IR,RU																																				22				16		4
IR,RU,TR																																								2	3	
IR,RU,US																																								8		
IR,SE																					3	8								7	5	5	1							7	3	
IR,SG																															1											
IR,SI																																						5				
IR,SK																																	2		9							
IR,TG																																									1	
IR,TH																																							3			
IR,TJ																																	2									
IR,TR																									1				2		4		5	3	17	10	1	3	2	6	4	3
IR,TW																																				2						
IR,TW,US						1																																				
IR,US					18																	3			8	4	3	2	6		2	17	19	20	12	12	16	31	57	32	25	25
IR,null																										3				1												
IS												1																					3			12		2		11	11	3
IS,SE																																									9	
IS,US										7																														6		
IT	477	506	708	691	546	417	452	646	410	455	588	443	509	292	536	1200	1121	1132	1153	1475	1071	1706	1329	1537	1590	1277	1320	1243	1196	1132	829	693	989	882	731	694	530	786	513	535	512	391
IT,JO																														1												
IT,JO,US																																					8					4
IT,JP								1	1						3	18	6	11		5		1	16	3		4			1	5	1	9	15	18	7	5	10	5	4	12		
IT,JP,KR																																					3					
IT,JP,PL																											2				2		24									
IT,JP,RU																																					5					
IT,JP,SI,TW																																						1				
IT,JP,TR																																			2							
IT,JP,US																				12				1	2									6								
IT,KR																									1	1						1				5	4				1	4
IT,KR,RU																							4																			
IT,KR,SI																																										
IT,KR,US																																										1
IT,KZ																							3																			
IT,LT																																									2	
IT,MA,US																																							10			
IT,MD																							3	3	1				20							4			1		11	
IT,MD,PL,RO																								1		3																
IT,MD,RO																						4							2												3	
IT,MD,RU																										2																
IT,MX																							21			8												8				1
IT,MX,RU																						11																				
IT,MY										2																																
IT,NC													16																													
IT,NG																																			7							
IT,NL			2	6		1	2		2	2			15			6		6	3	47	15	37		17	8	14	6	23	7		1	1		11	3	7	5	15	1	38	38	2
IT,NL,PL																		1																								
IT,NL,PT,US																																				8						
IT,NL,RU																																								1		
IT,NL,US																																						8	1			
IT,NO																						6						5	2	10	10											
IT,NZ										5						6												6	9		10				18							
IT,OM																																						1				
IT,PK																						24	15									7	8		2							
IT,PK,PL																																							7			
IT,PK,SA																																			2							8
IT,PL	3		1	3	1			2	6	1	3	6	6	6	6	1	10	5	7	1	52	7	19	29	17	21	5	51	6	12	17		1	12	5	2	26		11	5	2	13
IT,PL,PT																																	2			11						
IT,PL,RO																														5												
IT,PL,SI																																		6								
IT,PL,US																													4									1				3
IT,PT											9	13	6		39			7		1	6	49	3	3	2	4		1	65	21	36	9			3	1	1			7	1	4
IT,PT,RO,UA																																				1						
IT,PT,RU																	3		5			7	7																			
IT,PT,TN,US																																2										
IT,PT,TW																																							1			
IT,PT,US																															4											
IT,PT,null																				3																						
IT,QA,US																																		6								
IT,RO																	3								2					1			10	2		10		6	4	2	5	6
IT,RO,UA																																							4			
IT,RS															3			5			5			17	2		4	1	5				4	3		5	11	2		3	6	
IT,RS,RU																		9																								
IT,RS,SI																																13		33								
IT,RS,US																		2								3	5															
IT,RU			17		4							6	1	2		8	1	38		19	47	98	29	36	49	66	44	5	1	13	24	29	17	24	16		45	12	3	27	14	9
IT,RU,US																			2									3							22				19			6
IT,RU,null																			5																							
IT,SA																																			3	25						10
IT,SA,TN																																							1			
IT,SA,US													7																			4		4		5				1		
IT,SE							29									2			5	3	8			2		10	6		6	13		2	3	5		1						2
IT,SE,US																																	9									
IT,SI															10					3	6	3																6		3		
IT,SK	4		1											2	3		6							4					3								4					11
IT,SN													8																													
IT,SO				6																																						
IT,SS		4																																								
IT,TN																										3										4	1		1			
IT,TR																								4					1		2		3		1	3		11	14			
IT,TR,US																																		4	8							
IT,TR,ZA																																							1			
IT,TW																					9							10	11	8				1				3				
IT,UA																								6								2	5	8		8	10	4			9	
IT,US	29		4	3	13	8	6	29	16	16	3	2	14	24	20	52	59	59	5	29	24	103	98	39	37	20	76	104	125	149	163	55	90	83	94	111	117	92	58	47	56	11
IT,US,UY																																7										
IT,US,VE																													3													
IT,US,null																												13	22													
IT,UY																													13			1										
IT,VE						5									1		5		2	3																						
IT,ZA						2	18				6	2		1				6	3	2	3														9		3	25	4			
IT,null	1	16							4		5	1		3					8	2	2							32	7													
JM		2	2	6	10	6	1	1	2	4											2	3	22	1	7	2		2	9	3	5	4	4		4							
JM,MY																																							3	3		
JM,SE																																			2							
JM,US											4						25			3								2	3					1		6	1	3		13	1	
JO	3	6			1	11	8	26	30	48	35	15		18	19	14	28			11	6	48	25	7		37	5	28	2	18	8	25	19		8	14	12	34	37	21	41	8
JO,JP																																									6	15
JO,KW																																										3
JO,LB		7																																								
JO,LY,MA,PS,QA,SA																																									3	
JO,LY,MA,SA																																	1									
JO,MA,PS,QA,SA																																								2		
JO,MA,PS,SA,YE																																		4								
JO,MA,SA																																	3									
JO,MA,SA,TN																																	1									
JO,MY,PS,SA																																		4								
JO,NZ,US																																					2					
JO,None									5																																	
JO,OM,US																						5																				
JO,PK																																							9	6		6
